text,dataset,label
"An airline passenger saw a man sitting in front of her texting about sexually abusing children and used her own cell phone to capture his conversation, police said.

The alert woman then quietly notified crew members on the Seattle-to-San-Jose Southwest Airlines flight. They contacted authorities, leading to the man’s arrest when the jet touched down at Norm Mineta International Airport, according to investigators.

Michael Kellar, 56, was arrested on one charge of soliciting a sex crime and two counts of attempted child molestation, according to the San Jose Police Department.

The woman he was allegedly texting, Gail Burnworth, 50, was arrested at her Tacoma, Washington, home on charges of sexually exploiting a minor, child rape and dealing in child pornography, police said.

Kellar is also from Tacoma. He is being held without bail in California’s Santa Clara County Jail, online records show.

Burnworth is being held in lieu of $1 million bail at the Pierce County Jail, according to online records.

Neither has entered a plea.

Kellar was using a large-screen smart phone with an enlarged font on board the flight, police said. The woman sitting in the row behind him could see his texts and took photos of them with her cellphone, police said.

Kellar was allegedly talking to Burnworth about two children, ages 5 and 7, who are the abuse victims, investigators said.

The children lived with Burnworth, police said, but their relationship was not revealed.

Kellar initially told officers he had done nothing wrong and was only engaging in role playing and sexual fantasy during his text conversations with Burnworth, police said.

Seattle detectives and FBI agents are investigating the case with the San Jose Police Department’s Internet Crimes Against Children task force.

Copyright (c) 2017 CBS Studios Inc. All Rights Reserved.",human,human-written
"
The Specialty Equipment Manufacturer's Association show in Las Vegas is best know as the showcase for performance and customization parts from aftermarket suppliers. However, the mainstream automakers use the show to introduce new models and accessory parts of their own. At this year's show, Chevrolet went all-out with a blitz of Chevrolet Performance Parts for the Camaro, Corvette, Cruze, Sonic, Silverado, Colorado, as well as new crate engines and a new, er, crate transmission.
The crate engines start with the LT376/535. This new crate engine is based on the production LT1 V-8 engine from the Corvette Stingray and Camaro SS. It gets a unique high-performance camshaft and CNC-ported cylinder heads. As a result, it puts out 535 naturally aspirated horsepower at 6,300 rpm and 470 pound-feet of torque at 4,600 rpm. That's 80 more horses than in the Camaro SS. This engine can be yours for $13,750.
Chevrolet Perfromance Parts LT376/535 crate engine
Next up is the SP350/357. This carbureted V-8 takes the popular 350 H.O. crate engine to a new level, adding a hydraulic roller camshaft, the latest Small Block intake manifold design, and high-flow Vortec cylinder heads. As a result it puts out 357 hp and 407 lb-ft of torque. The cost is $7,250 in its turn-key configuration.
Chevrolet's 455-hp LT1 6.2L crate engine is now available in Connect & Cruise and E-ROD packages. With the Connect & Cruise package, the LT1 comes with a wet sump and the new 8L90-E 8-speed automatic transmission. The Connect & Cruise E-ROD system adds catalytic converters and other emissions components to make it CARB-compliant for 1996 and earlier vehicles in California.
That 8L90-E 8-speed automatic transmission is also now offered ready to use on LT1 and LT4 crate engines. It fits in the same space as GM’s family of 6-speed automatics. The price is $5,000 for the LT1 and $5,210 for the LT4.
Chevrolet was keen to point out that its line of Chevrolet Performance Parts are engineered, tested, and designed by the same engineers that created the cars for which they are intended. These parts are also backed by Chevrolet, and they don't void the manufacturer's warranty. Here is a list of what was unveiled at SEMA:
2017 Chevrolet Camaro RS with Chevrolet Performance Parts
Gen 6 Camaro:

Suspension handling package for SS coupe with Magnetic Ride Control. It includes 1LE-based components with springs, stabilizer bars, and suspension links.
Lowering kit for SS and LS/LT models, including coupes and convertibles. It lowers the vehicle approximately 0.75 inch (20mm), and includes higher-rate springs and specially tuned dampers.
Strut tower brace for SS coupe
Exhaust systems for V-8, V-6 and 2.0-liter turbocharged 4-cylinder models
Performance air intake for V-8 and V-6 models
Six-piston Brembo brake upgrade for V-8, V-6 and 2.0-liter turbo models
Four-piston Brembo brake upgrade for V-6 and 2.0-liter turbo models
Short-throw shifter for SS models
Color-coordinated engine covers for V-8, V-6 and 2.0-liter turbo models
Range of 20-inch wheels
Ground effects kits
Rear spoiler kits, including a Wicker Bill Rear Spoiler that attaches to the accessory Blade Spoiler Kit

Corvette Stingray

T1 Suspension kit
Z06/Z51 Front Brake Duct Kit
Z06 and Z51 brake upgrade kits
Z06 grille, quarter panel vents and Level 3 aero kits
Z06 carbon-fiber underbody braces
Z06 600-watt radiator fan
Z06 carbon-fiber torque tube and prop shaft kit
Secondary radiator (manual transmission models)


2017 Chevrolet Cruze hatcbhack with Chevrolet Performance Parts
Cruze

Suspension lowering kit with springs to reduce the ride height up to 0.4 inch (10mm), as well as a thicker front stabilizer bar.
Performance brake upgrade kit
Performance air intake system
Performance exhaust system
Interior sport pedal kit
Rear spoiler
Range of 17- and 18-inch wheels

Sonic

Suspension Lowering Kit with springs to reduce the ride height up to 0.4 inch (10mm) on RS models and 0.75 inch (20mm) on non-RS models. The kit also includes higher-rate dampers.
Performance exhaust system
Interior sport pedal kit
Range of 17-inch painted wheels

Malibu

Suspension lowering kit (2.0-liter turbocharged 4-cylinder models) with springs to reduce the ride height up to 0.4 inch (10mm)
Ground effects kit
Rear spoiler
Black-painted grille kit

2014-2017 Silverado 1500

Performance front brake kit with larger 16.1-inch front rotors instead of the original 13-inch rotors, as well as red Brembo six-piston fixed aluminum calipers, for a 68 percent increase in brake pad area. (Kit also fits 2015+ Tahoe and Suburban.)
Performance exhaust kits that add 10 hp/6 lb-ft of torque for 5.3-liter V-8-equipped models and 7 hp/5 lb-ft for 6.2-liter V-8-equipped models
Performance air intake kit for 5.3-liter models (also fits 2015+ Tahoe and Suburban)
All-weather floor liners
Illuminated bow tie grille emblem
Assist steps and front-bumper nudge bar
Sport bar and off-road lights
Bed rails

Colorado

Performance air intake
Performance exhaust system
Transfer case skid shield
Tailgate spoiler
Bed rails
Sport bar
All-weather floor liners
17-inch black aluminum wheels and Goodyear DuraTrac off-road tires

",human,human-written
"Photo by Antonio Vidal on Unsplash

Team task management has always been an important issue with companies, but statistics show that the shift to remote is making the issue more apparent. One survey showed that as many as 88% of remote workers felt that they were dealing with inconsistent leadership and communication with other team members.

Poor team management can cost your companies in a number of different ways:

U.S. businesses lose $1 trillion each year due to employee turnover and associated costs. Poor management is one of the most frequently cited reasons why employees leave.

Employees that decide not to leave may simply have less motivation to go about their jobs, leading to poor quality of work.

If reputation spreads in your industry that you are a poorly managed company, it can become harder to retain talent.

The silver lining here is that there are a lot of steps that companies can take today to improve their team task management. Here are some key options.

1. Onboarding For Managers

One surprising statistic that doesn’t get discussed a lot is that as many as 58% of managers say they didn’t get any sort of formal management training. This is a situation that you want to avoid at all costs. Think about it. The bulk of new management professionals at a company fall into one of two categories:

People brought in from outside of an organization to lend their expertise

People promoted internally from being part of a team to managing it

In both cases, there’s a huge amount of information that needs to be communicated so they can do their job effectively. This ranges from how your workflow may differ from other companies in your industry to simply knowing the chain of command for communication. Companies should invest heavily in an onboarding program for team task management the same as they would for any other new employee. This allows them to start contributing to your team faster. In addition, if everyone is working from the same base set of guidelines, it’s easier to determine whether someone is doing their job properly or not.

2. Take An Assessment of Team Skills And Delegate

While you may have several employees working on the same team, the chances are that individuals are going to be most effective at certain tasks. This can be due to past experience that they have or simply discovering a new skill or aptitude at their company. One good practice for team task management is doing an internal survey on who on your team is best at certain tasks. This can be done as formally or informally as you want. You just want to have a record as a manager. This way, if you have a surplus of tasks in one category, you know who you can delegate to.

The delegation, in and of itself, has a certain art to it. You need to have the following company traits for delegation to work.

Enough internal trust that your employees can complete tasks assigned to you.

Communication channels employees can use in case they have questions.

Understanding that a manager is essential, but not always directly involved.

3. Implementing Positivity When Possible (And Feasible)

When the work starts to pile up, it’s easy for company morale to start sinking. Along with the basics of team task management, it’s also important for managers to make sure that their employees stay motivated, even when things get difficult. Here are a few steps that you can take in this area:

Making sure to recognize moments of success that your team members have. This helps show that their efforts are appreciated.

Implementing team-building efforts. A team that knows each other on a personal level can help build professional bonds that will strengthen their work quality.

Practicing measured honesty. You don’t necessarily want to be a prophet of doom, but a little understanding when employees are in a difficult situation will show them that their concerns are not ignored.

4. Practice Transparency

It may sound like a common buzzword, but the fact of the matter is that transparency is important for team task management. As many as 50% of employees feel that their workplace is being held back by a lack of transparency.

One of the key ways to do this is by opening up a feedback channel. When it comes to team task management, this takes multiple forms. The obvious one is having a way for employees to offer input, questions or concerns about the workload that they are tasked with. It’s always better to have questions at the onset of a project than deeper into it, when serious work/manhours may have already been invested into it.

There’s also a company culture element to practicing transparency. Your employees need to feel comfortable and confident enough to express themselves and their feelings so that when issues do arise, they can get addressed right away.

5. Know Your Team Time Regimen

Part of the reason why there can be friction between management and employees when it comes to team task management plans is a disconnect with bandwidth expectations. Management may allot a certain amount of time for certain tasks, but in reality, it may take longer to complete said tasks. This leads to management assuming their teams are inefficient or lazy, while the team feels like they are being set up to fail.

Managing the issue isn’t as easy as it may seem, as management doesn’t have the bandwidth to orbit their teams for every single task they do. There is a way to fully understand your team’s work capacity with minimal investment, though, and that’s through using time tracking software platforms like actiTIME. This platform gives you concrete information on how projects are going and how much time is being spent on tasks without infringing on employee privacy.

This is a great asset for team task management. Managers have concrete data on how long given tasks are taking, which means they can either account for that in their management strategy or target inefficiencies. In either event, actiTIME gives teams the tools they need for a stronger internal workflow.",human,human-written
"I was scrolling through my email one morning last March when a message catapulted me back to an earlier time of baseball cards, bell bottoms and biology homework. One of my college roommates sent a link to a morning headline -- ""Hedge Fund Manager Dead in Apparent Suicide."" The man had jumped from the 24th floor of a Manhattan hotel. My roommate’s note was terse: ""It's Chuck Murphy.""Charlie Murphy and I met in Ms. Puccio's homeroom class in 1974, when we were 13 years old. We were entering sophomores at Stuyvesant High School, a public New York City high school that specializes in math and science. Charlie was a nice guy, friendly and soft-spoken. Also very tall -- with inches yet to grow.We had all the same classes our first semester, and we ran with the same pack of friends for a while. Though Charlie and I didn’t really become friends ourselves, we stayed abreast of each other -- not least because we saw each other every morning in homeroom.Stuyvesant was -- and is -- a crucible of high-pressured academic competition. I did well there, and discovered an interest in tournament chess. Charlie also did well. We both wound up at Columbia University, where we began school together once more.At Columbia, Charlie exercised the prerogative of many a college student: he reinvented himself. He started calling himself Chuck, and he joined the preppy fraternity. He dressed the part, too -- I saw him in black tie on more than one weekend.Charlie also went out for crew. As a senior, he captained the crew team. That same year, I became captain of the chess team. We would say hello when our paths crossed, but they didn't cross often.Still, Charlie's personal transformation stuck in my mind. After a while, I figured out why. He chose to shed his skin, to efface his past. But that skin he was shedding -- well, it was the skin I still wore. That past he was erasing was the past we shared.I remember running into Charlie at commencement, where we shook hands in our gowns and congratulated each other. By then, whenever I saw him, I was mostly reminded of the differences between us.***Our paths may have diverged, but our geography remained ironically parallel. Both of us landed at Harvard University in the early 1980s. Charlie (I never got used to calling him Chuck) went to Harvard Law School, and I started the long road to a Ph.D. in English.I had once thought about going to law school myself, and did legal work for a couple of summers during college. But I liked literature better. After vowing on numerous occasions that I would never go to graduate school -- I can still hear myself saying that -- I learned enough about myself to change my mind. So I dug in and tried for a professorship.Charlie and I ran into each other in Harvard Yard sometimes. We always greeted each other warmly, as old familiars, but neither of us asked much about what the other was doing.I heard that Charlie went to Europe after his 1985 graduation to work in banking and finance. I never saw him again. He never wrote to the alumni class notes, either, so his story never advanced for me. He became encased in the amber of memory.But after my roommate’s email, I heard a lot about him. The financial papers descended upon Charlie with prurient zeal. There were stories in The Wall Street Journal, Bloomberg, Fortune, Barron’s. The Daily Mail weighed in with a heavily illustrated, gossipy account.From these accounts, I learned that Charlie had lived in London for over 20 years before coming back to New York in 2007. Upon his return, he paid $33 million for a townhouse with 11 fireplaces, in the same part of Manhattan where he grew up.Charlie had been a highflier, working first for Morgan Stanley, then for start-ups and hedge funds. His work, I realized, lay behind stories I’ve read in the business pages of the newspapers. One of his last deals aimed at the breakup of AIG, the insurance giant whose failure contributed to the 2008 financial crash.Charlie made some good bets over the years -- the Journal estimated his worth in the tens of millions of dollars. He also made some bad ones: the hedge fund he joined upon his return to the United States had invested heavily in Bernie Madoff’s Ponzi scheme. At the time of his death, Charlie was a partner at a different firm, and his home was for sale for $42.5 million.Charlie had been known in his profession as Charles. His name had changed yet again, but so had something else. The financier described in his obituaries wasn’t remotely like the Charlie Murphy I remembered: Charles Murphy was ""rigid"" and ""confrontational."" ""Conversations with Mr. Murphy,"" reported The Wall Street Journal, ""amounted to lectures."" A 30-minute phone call with him meant ""29 minutes of Charles talking.""***Call me an English professor (because I became one), but these accounts initially recalled for me Theodore Dreiser's fictionalized portrayal of the tall, handsome, daring financier Frank Cowperwood in three novels published between 1912 and 1947. One of the words Dreiser often attaches to Cowperwood is ""force."" The mystery Dreiser sets up but does not solve over the course of more than a thousand pages is what makes Cowperwood always want more: more money, more women, more art for his collection. ""I satisfy myself,"" Cowperwood often says. But he's never satisfied.My thoughts eventually fixed on Edwin Arlington Robinson's 1897 poem ""Richard Cory."" The title character is ""a gentleman from sole to crown, / Clean favored and imperially slim."" Cory is ""richer than a king"" and ""admirably schooled in every grace.""In 1965, Paul Simon made a song out of Robinson's poem. It appears on Simon and Garfunkel's Sounds of Silence album. Many people of a certain age, including me, first encountered Richard Cory through the song, not the poem. I heard it for the first time a few years before I met Charlie Murphy. The song's out-of-left-field ending (which echoes the poem's) has never left me:My mind was filled with wonder when the evening headlines read:
""Richard Cory went home last night and put a bullet through his head.""I knew Charlie Murphy once. The man his colleagues knew as Charles Murphy I knew not at all. Yet his death haunts me. No one else shared high school, college and graduate school with me.Charlie and I tracked together from our young teens until our midtwenties -- the years when we were choosing our professions. I first read Dreiser and Robinson during those years, and now I see myself turning to the tools of my job to try to make sense of my classmate's suicide.Which I can't, of course -- I hadn’t seen him in more than 30 years. His death is a tragedy for those close to him. For me, it's also a story that vexes me because my emotional connection to it is so hard to understand.The Simon and Garfunkel song conveys a strange sort of self-righteous triumph when Simon sings the ""put a bullet through his head"" line. Simon’s narrator is an unhappy worker in one of Richard Cory’s factories. The singer’s admiration of Richard Cory is matched by his own misery: “I curse the life I’m living/And I curse my poverty.”What lies behind the singer’s defiant tone when he delivers that last line? I’ve devoted my career to questions like that -- and to arguing for why they matter. Does the singer display a poor man's schadenfreude? The smugness of youth? Or the simple joy of someone who sees that he’s still alive?The question has no clear answer -- and that’s one of the reasons we’re still reading and listening to “Richard Cory” after more than 50 years. And it’s one of the reasons I can’t stop thinking about Charlie Murphy.",human,human-written
"Freebies are a key lead generation strategy, but to get and keep a business lead you need more than just a freebie.

One of the first marketing tools bloggers use are freebies that they offer to followers and future clients. It’s so basic that even new entrepreneurs understand this. The challenge we face as entrepreneurs is to offer a freebie our audience loves without giving away our main product, skill, or service. Offer too much, and they may not need anything else. Offer too little, and it may not be enough to bring them back for more. Using a freebie in the right way was a lesson that taught me why free is never enough.

I have several websites; I’ve chosen to niche down to specific interests that while related are better off separated for SEO and marketing reasons. My original site is about free editors for creating and editing images or graphics for business. On Blue Pen Media, I write about content curation for blogs, blog tech tips, and offer my curation services.

When I was first online, I searched for free stock images I wanted on my websites and social media posts. Plus, I found sites that help me brainstorm my own creative designs. All of the sites I discovered and liked, I compiled into a personal list because there were so many amazingly good ones I couldn’t remember them any other way.

But I noticed a common theme while researching. Some sites offered only freebies using paid advertising or affiliate links as their means of income. Others offered freebies as a way to entice the viewer to paid items. Either way, the concept of free in exchange for something more is the tip of the iceberg. We’re online for the purpose of making a living but selling to strangers presents challenges. We have to introduce ourselves, market our skills, showcase our knowledge to those who know nothing about us.

People trust businesses they know about or have been referred to by a friend. Online business has different challenges than physical business. Being successful online requires an instant level of trust while providing solutions. Because there’s no physical face to face, earning that trust quickly is pretty important. The searching party must trust the person, product, or service they’ve discovered, sometimes without a lot to go by.

Unlike going to a physical store, once that party has left an online site they rarely come back. I know where my favorite department store is in my town. If I decide to shop today, tomorrow, or next month, I know how to get there. If I find an online site I’m interested in and don’t bookmark or sign up I rarely remember if at all what it was called or how to locate it a day, a week, or a month later. That’s the unfortunate part of being online.

That’s why we all use freebies. Offering a freebie is like the first time you meet someone at a party or a friend’s house. You have a brief conversation. You introduce yourself, make small talk, and uncover common interests. Your conversation could lead to a long-term relationship; on the other hand, you could part ways never to see each other again.

That a freebie is your best first impression or introduction; it’s a glimpse of what you “bring to the table”. Still running a successful online business takes more than freebies. Running an online business takes connecting with your followers and clients. They don’t stick around unless they believe you solve a problem, provide a solution, or offer knowledge. Your freebie is that first conversation, that first impression at your friend’s party. It’s your way of introducing yourself without a lot of commitment on their part.

If they decide what you do, know, or say is of value, they’ll come back. If they can find the same elsewhere they may not stick around. Unless what your offer after your freebie is really really useful, entertaining, or unique they might ignore your follow up emails. That’s one important reason that free is not enough; it just gets your foot in the door. It’s always what you do and how you do it afterward that matters.

I’ve learned a lot of lessons about being online. Running a business has many moving parts. Services, skills, or products are at the bullseye of and good business plan; advertising, marketing, and day to day tasks are the concentric rings of support around that core offering. The freebie is just one of those outer concentric rings of support; it’s not enough without the rest.



I can attract attention with a freebie but without real value at the center of my business, I won’t succeed the way I want to. Finding out what the audience is interested in, what they need, what they are searching for is an essential part of success. Advertising and marketing skills and knowledge is another facet of that.

I’ve heard the saying “jack of all trades, master of none”. No one wants to master of none. There isn’t a person I’ve met that doesn’t want to be good at what they do. We want to be the master of that thing they’re interested in. It’s in our competitive natures to try to be the best we can be. Still, as small businesses and entrepreneurs, there’s a bit of “the jack of all trades” requirement when it comes to running an online business. Being a blogger or solo-entrepreneur necessitates wearing a lot of different hats. Marketing, SEO, social media, and content curation are just the tip of the iceberg.

But at the heart of our business, we want to be the best. It’s important to build that trust so our audience believes we have something intrinsic to offer they can’t get elsewhere. That first freebie will start conversations and open doors but it will never be enough unless we build trust and provide value.",human,human-written
"Depending on where you're from and where you've lived in the United States, you probably say things a little differently than people from other parts of the country. You've experienced this, but you've never seen how the regional dialects of the United States break down quite so cleanly.

Ph.D student Joshua Katz has applied some academic rigor to the old ""soda, pop, coke"" debate. Katz studied data from a 122 question survey examining the differences in how we speak across the country, plugging the that data into an interactive heat map displaying the answers to the many questions.

Advertisement

Katz also made a page that allows you to examine the aggregate dialect differences between one city and the rest of the country. For example, Barrett and I are from Washington DC, so I looked up the map below. Who know that we spoke so similarly to people in Florida? Wow.

Advertisement

This is a perfect example of how to make a really powerful visualization that's informative rather than gratuitous and silly. Katz's work takes information that's been abstractly planted in our heads and turns it into something we can understand. Kudos! [Joshua Katz via The Abstract via Reddit via Business Insider]",human,human-written
"Overview

Before we introduce Quality Gates, let’s understand the code analysis process code analysis is an important and necessary item in the agile product development cycle. It should be used to detect any possible failures and defects arising out of the continuous changes in the source codes.

There are a few good reasons why this should be included in the development lifecycle.

It helps in detecting areas in the code that needs refactoring or simplification.

It can help to find the bug early in the development cycle, which means less cost to fix them.

Overall improvement in the quality of the code.

We can define project specific rules which will then be implemented without manual intervention.

More importantly, you can include this within the build process once and use it always without doing anything manually.

Problem Statement

Now let’s talk about the actual problem. sonarqube which is a code analysis tool, helps us gain visibility into our code base. Soon at MIQ, we realized that having visibility into code was not enough and in order to address the issues flagged by code analysis, we had to make use of different data insights that we were getting from sonarqube.

At this point, we realized that we have to uphold certain guidelines and regulate them across all teams within the organization.

Quality Gates was exactly what we needed and this turned out to be the best way to ensure that standards are met and regulated across all the projects in our organization. Quality Gates can be defined as a set of threshold measures set on your project. Few conditions that can be in included are listed below.

Code Coverage > certain value

Number of Blocker issues >certain value

Security Rating / Unit Test Pass Rate etc..

How — Enforce Quality Gates?

In this article, we will show you how to set up Quality Gates in sonarqube and then configure Jenkins job to enforce Quality Gates.

To manage Quality Gates, go to Quality Gates (top menu bar) in sonarqube.

Each Quality Gate condition is a combination of:

measure

period: Value (to date) or New Code (differential value over the New Code period)

comparison operator

warning value (optional)

error value (optional)

For instance, a condition might be:

measure: Blocker issue

period: Value

comparison operator: >

error value: 0

Which can be stated as No blocker issues.

In the example given below, we have configured a quality gate only for the metric called “code coverage” for demo purpose. However, based on your project requirement, you can set up the metrics in your quality gate. For example, the following snapshot shows a few standard metrics that can be configured.

An example — Quality Gates metrics

Jenkins Job setup

At MIQ, we use Jenkins as our CI and sonarqube as a code inspection tool. Therefore, we wanted to force Jenkins’s build job to fail if the code doesn’t meet the specified Quality Gates.

Sample quality gate metrics setup in sonarqube. Configure Jenkins job to fail the build when not meeting Quality Gates.

Prerequisites — Install Jenkins plugin “sonar-quality-gates-plugin” if not already present. Email-ext plugin for Jenkins to be able to send emails. We also need Jenkins job which is already configured with sonar analysis and build for it passing successfully.

For example, here is the snapshot of the Jenkins build job that is currently passing Jenkins build job before Quality Gates setup.

Let’s setup Quality Gates metrics in Sonar. We are going to create a quality gate only for the metric called Code Coverage for demo purpose. But there are more metrics available that you should be selecting while creating quality gates.

Login to sonar > got Quality Gates as shown in the screen below.

Quality Gate — screen shot in sonarqube

Click on create > Add Condition > Choose metrics (In this example, we selected Code Coverage) > select operator along with warning and error threshold.

Create: Quality Gate

Select the project to add Quality Gates. We have selected a sample miqp project. In your case, project name would be different so please change it accordingly.

Add project to Quality Gate

Now go to the Jenkins job and configure the Quality Gate validation.

Click on the job and go to Post-build Actions and provide the project details you have associated with Quality Gate created in the earlier steps.

Post-build action — Enforce Quality Gates

We have configured the project key of miqp sample project along with Job status when sonar analysis fails.

Verify if our build fails after the quality check was enabled.

Post-build notification alert

You can verify the same in the sonarqube server.

Project status on Quality Gate

In the above screenshot, you can verify that the project miqp is reporting WARNING as the code failed to meet the code coverage metric (i.e we set in one of the earlier steps).

Conclusion

In this article, we have shown how you can take your code analysis benefits to the next level using Quality Gates. We also walked you through the process of setting up Quality Gates at build level, using sonarqube and Jenkins.

This definitely helped the teams at MiQ by being on top of our quality control check and that too in automated fashion. We are sure that this process can help you in your development process as well.",human,human-written
"Bernie Sanders supporters accompanied their political hero as he and his wife, Jane Sanders, walked back to their hotel the morning of the final day of the Democratic National Convention. As they walked, supporters cheered: “This is what democracy looks like! Tell me what democracy looks like? This is what democracy looks like!”

“Thank you Bernie!,” some supporters said, as people driving by honked their horns in appreciation. Some supporters asked if they could get a selfie with him and other said, “You’re my hero Bernie, thank you!” One supporter yelled, “We need you! We need your movement!”

After Bernie and Jane went inside the hotel, the Facebook group Bernie Sanders Brigade interviewed one of his supporters, Noah, who had traveled all the way from California to protest and support Sanders. He had tears in his eyes and said seeing Bernie was bittersweet.

He’s with us every day, we’re with him every day… To see him out on the streets with us is just… It gives me hope that it’s not over. I know he’s not going to be our president this time, but he’s given us all hope, he’s showed us how to make change…”

United4Bernie also posted a video:

Here’s another perspective, shared on YouTube. You can hear someone in this video asking, “How can we trust Clinton?”

To see a live stream of tonight’s Convention and of protests for the final day of the DNC, please see our story below:",human,human-written
"The 15th anniversary of the Sept. 11 attacks has not been a moment for unity at Occidental College.On Saturday, the Occidental College Republican Club planted 2,997 small American flags to honor those killed in the terrorist attacks of 2001 (photo at right). In a Facebook posting, the Republican group said the memorial was intended to promote Sept. 11 as ""a day of respect and remembrance for all the victims and heroes of 9/11."" The memorial was registered with the college, which granted permission for the flags to be placed on campus.But by Sunday morning, many of the flags had been removed and placed in the trash, and others had their sticks broken.Fliers (at right) were placed on campus offering another message of Sept. 11: ""RIP the 2,996 Americans who died in 9/11. RIP the 1,455,590 innocent Iraqis who died during the U.S. invasion for something they didn't do.""Not surprisingly, differing interpretations are being offered of what happened.The Occidental Republicans said on Facebook that they guarded the remaining flags after they discovered the vandalism and prevented some students -- who arrived to snap the sticks with flags -- from doing more.The students are vowing to replant the flags. ""We ask that all students respect the memorial for the remainder of its time in the quad. If you try to destroy it, we will rebuild it,"" said a statement from the Republicans. The statement added that there was no reason to damage the memorial. ""This is beyond politics, this is about those lives that were so tragically taken.""But on the Facebook site of CODE, the Coalition for Diversity and Equity at Occidental, another view was offered.""On a campus that proclaims itself time and again to be diverse, equitable and safe for all of its students, the display of American flags covering the entire academic quad disproved that proclamation,"" the statement said. ""When we became aware of the purpose of this display, to memorialize 9/11, we were concerned by the complete disregard for the various peoples affected by this history. As students of color, this symbol of the American flag is particularly triggering for many different reasons. For us, this flag is a symbol of institutionalized violence (genocide, rape, slavery, colonialism, etc.) against people of color, domestically as well as globally. Additionally, if the goal of the memorial is to commemorate the lives lost during 9/11, the singular nature of the American flag fails to account for the diversity of lives lost on that day.""The statement noted that the group had added statements, poems and signs ""to broaden the memorial,"" but the statement did not comment directly on those who took down the flags.CODE also stated that the American flag cannot be viewed as something that means the same to all people, and it noted the refusal of some athletes to stand for the national anthem at sporting events -- something that is starting to happen at some college events.""Historically, the American flag and subsequent American nationalist symbols have been polarizing and marginalizing to people of color living within the United States. This has been most recently exemplified in Colin Kaepernick's protest of the American national anthem,"" said the statement.Occidental officials are vowing to investigate what happened to the flag memorial.Erica O'Neal Howard, acting dean of students, sent an email to the campus in which she confirmed that many flags had been removed and thrown in the trash. ""We don’t yet know who is responsible for this incident, but the college is investigating and will take appropriate disciplinary action,"" she said.Howard added, ""Freedom of speech is protected by the First Amendment. The right and freedom to debate complex, contentious issues and disagree with each other is fundamental to what we do at Oxy. At the same time, we may not express ourselves in ways that prevent others from engaging in protected speech. As the student handbook states, 'Occidental College imposes on students, faculty members, administrators and trustees an obligation to respect the dignity of others, to acknowledge their right to express differing opinions and to foster and defend intellectual honesty, freedom of inquiry and instruction, and free expression both on and off campus.' Vandalism or other acts that substantially interfere with the rights of others to engage in protected speech violate the college’s student code of conduct and the spirit of this institution.""",human,human-written
"Catholic World News

Faith without prayer becomes ideology, Pope warns

October 17, 2013

Christians who do no pray risk descending into an ideological version of faith, Pope Francis warned a congregation at morning Mass on October 17. And when one becomes “a disciple of the ideology, he has lost the faith.”

Commenting on a Gospel in which Jesus denounced the Pharisees, the Pope spoke about the danger of a dry and unloving approach to faith. “The faith passes through a distiller, so to speak, and becomes ideology,” he said. Ideology “chases away the people,” the Pope said, and—like the Pharisees—imposes burdens on ordinary people that tend to distance them from the faith.

The Pope said that the influence of “ideological Christians” is a “serious illness” in the Church.

Speaking of Christians who make it difficult for others to enter the Church, Pope Francis said: “When we go down the street and find ourselves in front of a closed church, it feels strange.” There are reasons—or “excuses, justifications”—for keeping churches closed, he said, but the result is ‘the image of Christians who have the key in their hand, but take it away without opening the door.”

“The key that opens the door to faith is prayer,” the Pope said. A Christian who does not pray is an “arrogant witness,” likely to drive others away from the Church.

Again referring to the Pharisees, the Pope cautioned: “I say to pray. I do not say to ‘say prayers,’ because these teachers of the law said many prayers.”

For all current news, visit our News home page.",human,human-written
"Woman’s Work

Weaving Life

Photo by Siora Photography on Unsplash

The women gathered in a small circle. It was easier that way. Easier to do their work, easier to pass Destiny from one to another.

The Maiden Clotho — youngest of the sisters — sat at her spinning wheel spinning thread after thread. This was her piece. Birthing the thread. Pulling it forth from the chaos of The Mother Thread, skillfully wielding her spindle, forming one perfect, beautiful bit of fiber.

The Mother Lachesis — the middle sister — would take the spun thread and measure it out. Some threads were measured long. Others were shorter. Much shorter. Most were rough, although every so often a thread as smooth as silk would appear. She was diligent and conscientious in her allotments.

The Crone Atropos — eldest sister of the three — would cut the threads at the lengths determined by Lachesis. She used her shears to make sure each thread was incised at precisely the correct place in precisely the correct manner. She was responsible for the unturning of the thread and for sending it back to The Mother Thread for Clotho to spin again.",human,human-written
"My faith in You has carried me through.

Or was it my faith in me?

Have faith, have faith, be patient and have faith,

you’ll get there, you’ll see, you’ll manage, have faith.

Is it faith though that carried me through?

Maybe it was hope and the idea of me and You.

I have faith in the universe where I feel I was thrown

as a wingless butterfly at birth.

The power of my being exceeds the capacity of comprehension I’ve managed to acquire and so I seek strength through my convictions.

I go back to the fountain of my being trying to grasp more meaning. How do we come? Where do we dissolve? Do we dissipate or just reassemble, tiny particles flying together taking one shape or another?

I’m gazing at the shape I’m crowding the universe with these days and I’m determined to embrace it as all there is. For now.

Yes, I do believe I have faith.",human,human-written
